dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,lat,lng,precision,onset
4078,4078010,1995,11,14,"Equatoria, southern Sudan",central equatoria,4.091111,31.66361,3,0
4078,4078011,1995,12,-9,Northern Uganda near the Sudanese border.,old dufile,3.566667,31.96667,3,0
4078,4078012,1995,12,-9,Eights places along the Uganda-Sudan border.  The exact locations are unclear.,old dufile,3.566667,31.96667,4,0
4078,4078013,1995,12,-9,"Northern Uganda, near the Sudanese border.  The specific locations of the incide",Kitgum,3.333333,33.08333,3,0
4078,4078014,1995,12,5,The border between Uganda and Sudan.,old dufile,3.566667,31.96667,4,0
4078,4078015,1996,1,7,"Northern Uganda, near the Sudanese border.  Specifically, Oraba parish in Koboko",Oraba,3.533333,30.88333,3,0
4078,4078016,1996,2,1,"Northern Uganda, near the Sudanese border.  Specifically in Koboko, in the Arua",koboko,3.416667,30.95,3,0
4078,4078017,1996,4,8,"The Arua district of northwestern Uganda, near the Sudanese border, between the",Arua,3.016667,30.91667,3,0
4078,4078018,1996,5,30,The border between Sudan and Uganda.  Sudanese artillery apparently hit position,Kaya,4.3,31.51667,4,0
4078,4078019,1996,6,5,"The border between Uganda and Sudan.  The threat was issued from Khartoum, Sudan",khartoum,15.56667,32.51667,4,0
4078,4078020,1996,9,22,"Mayo, a border town about 10 miles inside Ugandan territory and 375 miles north",Moyo,3.65,31.71667,1,0
4078,4078021,1997,1,-9,The border between Sudan and Uganda.,nimule,3.583333,32.05,4,0
4078,4078022,1997,1,8,"The Sudanese aircraft circled Gulu, Uganda (80 miles south of the Sudanese borde",Gulu,2.783333,32.3,3,0
4078,4078023,1997,2,3,The border between Uganda and Sudan.  Specifically the Arua district of northern,Arua,3.016667,30.91667,4,0
4078,4078024,1997,2,3,"The Arua district of northern Uganda, near the Sudanese border.",Arua,3.016667,30.91667,3,0
4078,4078025,1997,3,1,The town of Koboko in northwestern Uganda.,Koboko,3.416667,30.96667,1,0
4078,4078026,1997,3,9,The Sudanese aircraft attacked rebel positions in the Ugandan border town of Ker,Arua,3.016667,30.91667,5,0
4078,4078027,1997,3,15,"Bahr al-Jabal State, southern Sudan.",Bahr-al-jabal,5,31.5,3,0
4078,4078028,1997,4,-9,Somewhere in southern Sudan.,nimule,3.583333,32.05,3,0
4078,4078029,1997,4,11,"Near Nimule, on the border of Sudan and Uganda.",Nimule,3.616667,32.5,2,0
4078,4078030,1997,4,14,"The Uganda-Sudan border, near Lelabur, Uganda.  It is not clear on which side of",old dufile,3.566667,31.96667,4,0
4079,4079001,1994,3,8,"Abderafi, ETH",Abderafi,13.73333,36.45,1,1
4079,4079002,1994,3,8,"Humera, ETH",Humera,14.28333,36.6,1,0
4079,4079003,1994,7,-9,"Fashiga, ETH",point estimate,10.55,34.28333,4,0
4079,4079004,1994,7,-9,Near Fashiga on the Ethiopian-Sudanese border,point estimate,10.55,34.28333,4,0
4079,4079005,1995,12,-9,"Not specific, border area between ETH and SUD",point estimate,10.55,34.28333,4,0
4079,4079006,1995,12,27,Basalan border area in Qadarif state and Lakadi area (Ethiopian-Sudanese border),"Qadarif, Wilayat al",14,35,3,0
4079,4079007,1995,12,28,Himrayah al-Rahad border area.,point estimate,10.55,34.28333,4,0
4079,4079008,1996,1,1,"Alluct, at the border of Sudan and Ethiopia",point estimate,10.55,34.28333,4,0
4079,4079009,1996,1,11,"Taya area, inside Sudanese territory",point estimate,10.55,34.28333,5,0
4079,4079010,1996,3,-9,Border area of SUD and ETH.,point estimate,10.55,34.28333,4,0
4079,4079011,1996,3,-9,No specific location.  Along the border of Sudan and Ethiopia.,point estimate,10.55,34.28333,4,0
4079,4079012,1996,3,24,Pachalla in Upper Nile state,Pachalla,7.166667,34.08333,1,0
4079,4079013,1996,3,24,Yabus district in the Blue Nile state,Yabus,9.866667,33.58333,3,0
4081,4081001,1994,11,-9,"Not specified, border area between SUD and ERI",kassala,15.41667,36.36666,4,1
4082,4082001,1995,12,-9,Moulhoule area of northeastern DJI (on Red Sea coast).,Moulhoule,12.56667,43.21667,3,1
4082,4082002,1996,4,-9,"Ras Dumeira, in Nothern DJI.",Ras Dumeira,12.7,43.13334,1,0
4083,4083001,1995,3,-9,Mbale district of eastern UGA.,Mbale,1.083333,34.16667,3,1
4083,4083002,1995,3,22,The Ugandan border with Kenya.  Specifically in the Bumbo district of Uganda.,Bumbo,0.85,34.38334,4,0
4084,4084001,1995,11,-9,"Not specific, KEN-UGA border.",amurdat,1.933333,34.91667,4,1
4085,4085001,1993,5,28,Bridge between Liberia and Ivory Coast,point estimate,6.105,-7.831944,4,1
4086,4086001,1996,1,23,"Almaty, Kazakhstan",Almaty,43.25,76.95,1,1
4087,4087001,1994,10,10,None,ch'orwon,38.25,127.2,4,1
4087,4087002,1994,12,-9,Along the Korean War cease-fire line in PRK,ch'orwon,38.25,127.2,4,0
4087,4087003,1994,12,17,"Inside PRK, 5 KM from the DMZ",ch'orwon,38.25,127.2,4,0
4087,4087004,1995,5,-9,Along the demilitarized zone between North & South Korea near Chulwon,ch'orwon,38.25,127.2,4,0
4087,4087005,1995,5,30,In North Korean waters,hwanghae-namdo,37.85,126.35,4,0
4087,4087006,1995,11,-9,Near the border between North & South Korea,ch'orwon,38.25,127.2,4,0
4087,4087008,1996,2,9,In waters off the South Korean coast,hwanggangp'o,37.83333,126.4333,4,0
4087,4087010,1996,4,5,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087011,1996,5,17,20-30 yards inside South Korea along the DMZ,ch'orwon,38.25,127.2,4,0
4087,4087012,1996,5,23,In South Korean controlled waters,hwanggangp'o,37.83333,126.4333,5,0
4087,4087013,1996,5,23,In South Korean controlled waters,hwanggangp'o,37.83333,126.4333,5,0
4087,4087014,1996,6,14,In South Korean waters in the Yellow Sea,Yellow Sea,36,124,4,0
4087,4087015,1996,6,14,In South Korean waters in the Yellow Sea,Yellow Sea,36,124,4,0
4087,4087016,1996,10,4,Near the demarcation line between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087017,1996,10,4,Near the demarcation between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087018,1997,3,9,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087019,1997,3,9,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087020,1997,3,25,Along the DMZ North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087021,1997,4,10,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087022,1997,4,10,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087023,1997,6,5,"In waters near Yonpyong Island, 145 km west of Seoul",Yonpyong-yo'to,37.61666,125.7,2,0
4087,4087024,1997,7,-9,Along the border between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087025,1997,7,16,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087026,1997,7,16,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087027,1997,9,9,Along the DMZ between North & South Korea (70 miles NE of Seoul),ch'orwon,38.25,127.2,4,0
4087,4087028,1997,9,9,Along the DMZ between North and South Korea (70 miles NE of Seoul),ch'orwon,38.25,127.2,4,0
4087,4087029,1998,2,25,Near the military demarcation line between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087030,1998,3,4,Near the military demarcation line between North and South Korea,ch'orwon,38.25,127.2,4,0
4087,4087031,1998,3,13,In the southern portion of the DMZ between North and South Korea,ch'orwon,38.25,127.2,3,0
4087,4087032,1998,3,13,In the southern portion of the DMZ between North and South Korea,ch'orwon,38.25,127.2,3,0
4087,4087033,1998,6,22,In South Korean waters in the Sea of Japan,Sea of Japan,43.5,135.75,4,0
4087,4087034,1998,6,22,15 km from Sokcho on the northeast South Korean coast,Sokcho,38.2,128.5833,2,0
4087,4087035,1998,7,-9,"In the waters, air, and land around the South Korean coast",hwanggangp'o,37.83333,126.4333,4,0
4087,4087036,1998,7,12,On South Korea's northeastern coast,Sokcho,38.2,128.5833,3,0
4087,4087037,1998,7,12,In the eastern region of South Korea,kangnung,37.75,128.8833,3,0
4087,4087038,1998,8,31,"Over Honshu Island, Japan.",Honshu,36,138,3,0
4087,4087039,1998,9,3,Sea of Japan,Sea of Japan,43.5,135.75,5,0
4087,4087040,1998,9,3,Show of force on Guam,agat,13.36667,144.65,3,0
4087,4087041,1998,12,18,In waters around South Korea near the port of Yosu,Yosu,34.73333,127.7333,4,0
4087,4087042,1998,12,18,In Japanese waters near South Korea and along South Korean coastal waters,pusan,35.08333,129.0167,5,0
4087,4087043,1999,6,6,On the South Korean side of the naval demarcation line between North and South K,magunp'o,37.75,126.6,4,0
4087,4087044,1999,6,7,In waters around the maritime border between North and South Korea,sikhyol-li,37.81667,126.6333,4,0
4087,4087045,1999,6,11,On the southern side of the maritime border between North and South Korea,magunp'o,37.75,126.6,4,0
4087,4087048,1999,6,15,On the southern side of the naval boundary between North and South Korea,hwanggangp'o,37.83333,126.4333,4,0
4088,4088001,1999,2,-9,On China's southeaster Fujian province,Fujian,26.53333,117.8333,3,1
4088,4088002,1999,7,13,Along the Chinese coast facing Taiwan,quanzhou,24.93333,118.5667,4,0
4088,4088004,1999,7,15,On Kinmen Island,Kinmen Island,24.43333,118.3667,3,0
4088,4088005,1999,7,16,In the airspace above the dividing line between Taiwan and China in the Taiwan S,Taiwan Straits,24,119,5,0
4088,4088006,1999,7,16,In the airspace above the dividing line between Taiwan and China in the Taiwan S,Taiwan Straits,24,119,5,0
4088,4088007,1999,7,25,In airspace over the Taiwan Strait across the Taiwanese dividing line.,Taiwan Straits,24,119,5,0
4088,4088008,1999,7,-9,In the South China sea near Taiwan,South China Sea,15,115,3,0
4088,4088009,1999,7,30,In airspace over the Taiwan Strait across the Taiwan dividing line.,Taiwan Straits,24,119,5,0
4088,4088010,1999,8,2,within Chinese borders,quanzhou,24.93333,118.5667,5,0
4088,4088011,1999,9,1,Off the coasts of the the southern Chinese provinces of Zhejiang and Guangdong,Zhejiang,29,120,4,0
4088,4088012,2000,2,12,In the waters of the Taiwan Strait,Taiwan Straits,24,119,4,0
4088,4088013,2000,2,12,in the Taiwan Strait,Taiwan Straits,24,119,5,0
4088,4088014,2000,2,20,Along China's southeastern coast,fuzhou,26.05,119.1,3,0
4088,4088016,2000,2,24,In the waters of the East China Sea,East China Sea,29,125,4,0
4088,4088018,2000,3,19,"Near Fujian Province, northeast over Huizhou, 40 KM north of Shenzhen",Huizhou,23.08333,114.4,3,0
4088,4088019,2000,4,10,"In the area of the Taiwan Strait, particularly near Fujian province",Fujian,26.53333,117.8333,5,0
4089,4089001,1997,10,25,"Near Hyesan, North Korea",Hyesan,41.38334,128.1667,2,1
4090,4090001,1997,9,17,"Village of Trestenink, Devoll province, ALB",Devoll,40.61666,20.95,1,1
4092,4092001,1995,12,28,Near Greek island of Lesbos in the Aegean Sea,Lesbos,39.16667,26.25,3,1
4092,4092002,1996,1,28,"Islet of Kardac/Imia, 11 miles from GRC territory, 3.8 miles fron TUR coast, Aeg",Kardak Adalor,37.05,27.15,2,0
4092,4092003,1996,1,28,"Kardac/Imia Islet, 3.8 miles off TUR coast and 11 miles from GRC islet of Kalimn",Kardak Adalor,37.05,27.15,2,0
4092,4092004,1996,1,29,Turkey,Turkey,39,35,5,0
4092,4092005,1996,1,30,"Near Imia/Kardak islet, Aegean Sea",Kardak Adalor,37.05,27.15,2,0
4092,4092006,1996,1,30,"Imia/Kardac Islet, 11 miles from GRC islet of Kalimnos and 3.8 miles from TUR co",Kardak Adalor,37.05,27.15,2,0
4092,4092007,1996,2,-9,Nisis Pilos (Fener Adasi) and Nisidhes Mavra (Kara Ada) islands in the Mediterra,Fener Adasi,38.28333,26.18333,1,0
4092,4092008,1996,2,1,"Ankara, TUR",Ankara,39.91667,32.85,1,0
4092,4092010,1996,3,12,"Southeast Aegean, near the island of Kastelorizo",Kastelorizo,36.13334,29.56667,3,0
4092,4092011,1996,5,28,"400 meters from Imia/Kardak islet, Aegean Sea",Kardak Adalor,37.05,27.15,2,0
4092,4092012,1996,6,-9,"Southeast Aegean, 1.5 miles south of islet of Seskli",Seskli,36.51667,27.85,3,0
4092,4092013,1996,6,6,"Eastern Aegean, east of the island of Chios",Chios Island,38.4,26.01667,5,0
4092,4092014,1996,6,11,Greece,Greece,39,22,5,0
4092,4092015,1996,7,9,"West and center of the Aegean, over the islands of Skyros and Santorin",Skyros,38.88334,24.53333,5,0
4094,4094001,1994,10,6,Airspace over or around Cyprus,Cyprus,35,33,5,1
4094,4094002,1995,3,6,"Threat is to annex northern Cyprus (i.e., the Turkish Republic of Northern Cypru",kyrenia,35.31667,33.31667,3,0
4094,4094003,1995,8,23,Coastlines of Cyprus from the Karpass peninsula in the northeast to the city of,Karpass Peninsula,35.5,34.25,4,0
4094,4094004,1995,10,25,"Morphou Bay, CYP",Morphou Bay,35.16667,32.81667,3,0
4094,4094005,1995,11,14,"Paphos, Limassol, Lanarca, and Famagusta, CYP",Cyprus,35,33,5,0
4095,4095001,1996,6,3,CYP/North Cyprus buffer zone,Cyprus,35,33,4,1
4095,4095002,1996,6,19,"300 meters inside CYP border, and in Nicosia, CYP",Nicosia,35.16667,33.36666,4,0
4095,4095003,1996,7,19,"Apostolos Andreas and Famagusta, CYP",Apostoles Andreas,34.93333,33.01667,3,0
4095,4095004,1996,8,17,"Nicosia, CYP",Nicosia,35.16667,33.36666,1,0
4095,4095005,1996,9,8,"Govercinlik outpost, Northern CYP",guvercinlik,35.1,33.85,1,0
4095,4095006,1996,9,16,"Athens, GRC",Athens,37.98333,23.73333,1,0
4095,4095007,1996,10,6,CYP,Cyprus,35,33,5,0
4095,4095008,1996,10,7,"Near Khios Island, GRC",Khios,38.4,33,3,0
4095,4095009,1996,10,7,"Near Khios Island, GRC",Khios,38.4,33,3,0
4095,4095010,1997,1,9,"Ankara, TUR",Ankara,39.91667,32.85,1,0
4095,4095012,1997,1,10,Cyprus,Cyprus,35,33,5,0
4095,4095013,1997,1,24,"Famagusta, Northern Cyprus",Famagusta,35.11666,33.95,1,0
4095,4095014,1997,1,25,"Famagusta, Northern CYP",Famagusta,35.11666,33.95,1,0
4095,4095015,1997,2,20,Off the coast of Cyprus near the towns of Limassol and Paphos and over the islan,Limassol,34.78333,32.91667,2,0
4095,4095016,1997,3,19,"Off the coast of Cyprus, near Paphos",Paphos,35.83333,32.58333,2,0
4095,4095017,1997,3,31,"Over the areas of Kyrenia, Pentadaktylos, Apostolos Andreas, and the Nicosia Fli",Kyrenia,35.25,33.26667,1,0
4095,4095018,1997,6,3,East Mediterranean coast of CYP,paphos international airport,34.71667,32.46667,4,0
4095,4095019,1997,6,15,Nicosia airspace (and Cyprus' territorial waters),Nicosia,35.16667,33.36666,1,0
4095,4095020,1997,6,16,"Famagusta and Kyrenia, Northern CYP",Famagusta,35.11666,33.95,1,0
4095,4095021,1997,9,7,"Athens, GRC",Athens,37.98333,23.73333,1,0
4095,4095023,1997,9,30,Cyprus airspace,Cyprus,35,33,5,0
4095,4095024,1997,10,5,Cyprus airspace,Cyprus,35,33,5,0
4095,4095025,1997,10,10,Cyprus airspace,Cyprus,35,33,5,0
4095,4095026,1997,10,12,Airspace between Cyprus and Greece,paphos international airport,34.71667,32.46667,4,0
4095,4095027,1997,10,14,Cyprus airspace,Cyprus,35,33,5,0
4095,4095028,1997,10,15,"Southern CYP, and off GRC islands of Crete and Rhodes",Crete,35.25,24.75,3,0
4095,4095029,1997,11,2,"Kyrenia and Famagusta, Northern CYP",Kyrenia,35.33333,33.31667,1,0
4095,4095030,1998,1,2,"Northern CYP, TUR, and Aegean Sea",Kyrenia,35.25,33.26667,5,0
4095,4095031,1998,1,12,"Airspace over Karpasia, Mesaoria, Pendadaktylos, and Dhekelia on the island of C",Karpasia,35.3,33.06667,3,0
4095,4095032,1998,1,23,Northern Cyprus,Kyrenia,35.25,33.26667,3,0
4095,4095033,1998,3,14,"Waters off Parlimini, CYP",paralimni,35.01667,33.96667,1,0
4095,4095034,1998,3,25,"Washington, DC, USA","washington, DC",38.9,-77.01667,1,0
4095,4095035,1998,4,29,"Near Nicosia, CYP",Nicosia,35.16667,33.36666,2,0
4095,4095036,1998,6,16,"Baf Pophus military base, southwest CYP",paphos,34.76667,32.41667,1,0
4095,4095037,1998,6,16,Paphos in southern Cyprus,Paphos,35.83333,32.58333,1,0
4095,4095038,1998,6,17,"Port of Gazimagoza and town of Lefkonica, Northern CYP",Lefkoniko,35.25,33.73333,2,0
4095,4095039,1998,6,18,"Gecitkale (Lefkoniko), northern Cyprus",Lefkoniko,35.25,33.73333,1,0
4095,4095040,1998,6,18,"Gecitkale (Lefkoniko), northern Cyprus",Lefkoniko,35.25,33.73333,1,0
4095,4095041,1998,7,10,Cypriot airspace,Cyprus,35,33,5,0
4095,4095042,1998,7,18,"Kyrenia, Northern CYP",Kyrenia,35.33333,33.31667,1,0
4095,4095043,1998,10,8,Cypriot airspace,Cyprus,35,33,5,0
4095,4095044,1998,10,20,Turkish enclave in northern Cyprus (Turkish Republic of Northern Cyprus),Kyrenia,35.25,33.26667,3,0
4095,4095045,1998,10,20,Cypriot airspace and island of Cyprus,Cyprus,35,33,5,0
4095,4095046,1998,10,20,Turkish enclave in northern Cyprus (Turkish Republic of Northern Cyprus),Famagusta,35.11666,33.95,3,0
4095,4095047,1998,10,20,Greek airspace in the Aegean and Cypriot airspace,nicosia,35.15,33.36666,5,0
4095,4095048,1998,10,22,"Nicosia Flight Information Region, CYP",Nicosia,35.16667,33.36666,1,0
4095,4095049,1998,10,22,"Athens Flight Information Region, GRC",athens,37.96667,23.71667,1,0
4095,4095050,1998,10,24,CYP airspace,Cyprus,35,33,5,0
4095,4095051,1998,10,24,CYP airspace,Cyprus,35,33,5,0
4095,4095052,1998,10,26,Cypriot airspace,Cyprus,35,33,5,0
4095,4095053,1999,3,14,"Kappari Sea, near Parlimini, CYP",Kappori,36.9,27.16667,3,0
4095,4095054,1999,7,21,Near the island of Rhodes,Rhodes,36.16667,28,3,0
4095,4095055,1999,9,-9,"Nicosia Flight Information Region, CYP",Nicosia,35.16667,33.36666,1,0
4095,4095056,1999,10,7,"Aegean Sea, off CYP",Aegean Sea,39,25,5,0
4095,4095057,1999,10,7,"Aegean Sea, off CYP",Aegean Sea,39,25,5,0
4095,4095058,1999,11,27,CYP - N. CYP border,Nicosia,35.16667,33.36666,4,0
4095,4095059,2000,2,9,"Near Famagusta, N CYP",Famagusta,35.11666,33.95,2,0
4095,4095060,2000,7,3,"Area of Strovilia, CYP-N CYP border",strovolus,35.13334,33.33333,2,0
4095,4095061,2000,7,17,"Near Nicosia and Famagusta, CYP",Nicosia,35.16667,33.36666,2,0
4095,4095062,2000,7,20,Near N CYP,Cyprus,35,33,3,0
4095,4095063,2000,10,4,CYP,Cyprus,35,33,5,0
4095,4095064,2000,10,16,CYP,Cyprus,35,33,5,0
4095,4095065,2000,10,20,Aegean Sea,Aegean Sea,39,25,5,0
4095,4095066,2000,10,20,Aegean Sea,Aegean Sea,39,25,5,0
4095,4095067,2000,11,21,N CYP,Cyprus,35,33,3,0
4095,4095068,2001,4,25,"Near Nicosia Flight Information Region, CYP",Nicosia,35.16667,33.36666,2,0
4095,4095069,2001,4,25,Near Nicosia Flight Information Region,Nicosia,35.16667,33.36666,2,0
4095,4095070,2001,7,17,Over the CYP National Airport,International Airport,35.15,33.26667,1,0
4095,4095071,2001,7,20,"Occupied section of Nicosia, N CYP",Nicosia,35.16667,33.36666,2,0
4096,4096001,1997,8,25,"Zemo Larsi checkpoint, GRG-RUS border",Zemo Lisi,42.5733,43.8911,4,1
4097,4097001,1997,3,13,ALB-MAC border,vevcani,41.23333,20.56667,4,1
4098,4098001,1996,3,24,"Airspace near Rostov-on-Don, RUS",Rostov-on-Don,47.23333,39.7,2,1
4100,4100001,1995,5,7,"Near Danube River, YUG",novi sad,45.25,19.81667,4,1
4100,4100002,1995,8,7,YUG-CRO border (Northern YUG),vukovar,45.33333,18.96667,4,0
4100,4100004,1995,10,-9,"Western YUG (especially Vojvodina), across Danube River from Eastern Slavonia.",vojvodina,45.5,20,3,0
4101,4101001,1995,8,12,"HUN-CRO border near East Slavonia, CRO",slavonia,45.925,17.5239,4,1
4101,4101002,1995,8,24,"HUN-CRO border, East Slavonia, CRO",slavonia,45.925,17.5239,4,0
4102,4102001,1995,8,12,HUN-YUG border (Danube River),gerechatnajor,45.9139,18.82,4,1
4102,4102002,1995,8,24,"HUN border with East Slavonia, CRO",slavonia,45.925,17.5239,4,0
4103,4103001,1994,1,10,"Riga, LAT",Riga,56.95,24.1,1,1
4104,4104001,1994,6,-9,"Agur river, Dividing Siberia and Manchuria","(amur river), blagoveshchensk",50.26667,127.5167,4,1
4105,4105001,1995,3,29,"Vilnius, LIT",vilnius,54.68333,25.31667,1,1
4106,4106001,1993,6,20,Sea of Okhotsk,sea of okhotsk,55,150,5,1
4107,4107001,1997,2,26,Sea of Okhotsk,sea of okhotsk,55,150,5,1
4108,4108001,1997,3,26,"UKR coast, Black Sea",odessa,46.46667,30.66667,4,1
4109,4109001,1996,10,17,"Kvemo Kartil Region, GRG",kvemo-kartilis,41.41667,45,3,1
4111,4111001,1998,8,5,RUS-LAT border,skrinzhi,56.88334,27.83333,4,1
4113,4113001,1994,11,6,"Abu Ghoraib region of Iraq, approximately thirty kilometers from Baghdad",abu ghuraib,33.3,44,3,1
